"Year","Grouping","Country","variable","value"
2008,"FFA Member","New Zealand","Catch_by_EEZ",11619
2009,"FFA Member","New Zealand","Catch_by_EEZ",6348
2010,"FFA Member","New Zealand","Catch_by_EEZ",9388
2011,"FFA Member","New Zealand","Catch_by_EEZ",12807
2012,"FFA Member","New Zealand","Catch_by_EEZ",12366
2013,"FFA Member","New Zealand","Catch_by_EEZ",15590
2014,"FFA Member","New Zealand","Catch_by_EEZ",11928
2015,"FFA Member","New Zealand","Catch_by_EEZ",13452
2016,"FFA Member","New Zealand","Catch_by_EEZ",7840
2017,"FFA Member","New Zealand","Catch_by_EEZ",6378
2018,"FFA Member","New Zealand","Catch_by_EEZ",6380
2019,"FFA Member","New Zealand","Catch_by_EEZ",7548
2020,"FFA Member","New Zealand","Catch_by_EEZ",8661
2021,"FFA Member","New Zealand","Catch_by_EEZ",8507
2022,"FFA Member","New Zealand","Catch_by_EEZ",3449
2023,"FFA Member","New Zealand","Catch_by_EEZ",1208
1997,"FFA Member","Niue","Catch_by_EEZ",94
1998,"FFA Member","Niue","Catch_by_EEZ",3
1999,"FFA Member","Niue","Catch_by_EEZ",0
2000,"FFA Member","Niue","Catch_by_EEZ",0
2001,"FFA Member","Niue","Catch_by_EEZ",0
2002,"FFA Member","Niue","Catch_by_EEZ",37
2003,"FFA Member","Niue","Catch_by_EEZ",0
2004,"FFA Member","Niue","Catch_by_EEZ",6
2005,"FFA Member","Niue","Catch_by_EEZ",105
2006,"FFA Member","Niue","Catch_by_EEZ",345
2007,"FFA Member","Niue","Catch_by_EEZ",306
2008,"FFA Member","Niue","Catch_by_EEZ",435
2009,"FFA Member","Niue","Catch_by_EEZ",294
2010,"FFA Member","Niue","Catch_by_EEZ",222
2011,"FFA Member","Niue","Catch_by_EEZ",0
2012,"FFA Member","Niue","Catch_by_EEZ",0
2013,"FFA Member","Niue","Catch_by_EEZ",421
2014,"FFA Member","Niue","Catch_by_EEZ",269
2015,"FFA Member","Niue","Catch_by_EEZ",263
2016,"FFA Member","Niue","Catch_by_EEZ",103
2017,"FFA Member","Niue","Catch_by_EEZ",17
2018,"FFA Member","Niue","Catch_by_EEZ",423
2019,"FFA Member","Niue","Catch_by_EEZ",468
2020,"FFA Member","Niue","Catch_by_EEZ",226
2021,"FFA Member","Niue","Catch_by_EEZ",25
2022,"FFA Member","Niue","Catch_by_EEZ",3
2023,"FFA Member","Niue","Catch_by_EEZ",3
1997,"FFA Member","Samoa","Catch_by_EEZ",5498
1998,"FFA Member","Samoa","Catch_by_EEZ",6820
1999,"FFA Member","Samoa","Catch_by_EEZ",6067
2000,"FFA Member","Samoa","Catch_by_EEZ",5589
2001,"FFA Member","Samoa","Catch_by_EEZ",5894
2002,"FFA Member","Samoa","Catch_by_EEZ",4998
2003,"FFA Member","Samoa","Catch_by_EEZ",2944
2004,"FFA Member","Samoa","Catch_by_EEZ",1967
2005,"FFA Member","Samoa","Catch_by_EEZ",1626
2006,"FFA Member","Samoa","Catch_by_EEZ",2564
2007,"FFA Member","Samoa","Catch_by_EEZ",3562
2008,"FFA Member","Samoa","Catch_by_EEZ",2923
2009,"FFA Member","Samoa","Catch_by_EEZ",3572
2010,"FFA Member","Samoa","Catch_by_EEZ",3347
2011,"FFA Member","Samoa","Catch_by_EEZ",2752
2012,"FFA Member","Samoa","Catch_by_EEZ",3257
2013,"FFA Member","Samoa","Catch_by_EEZ",2052
2014,"FFA Member","Samoa","Catch_by_EEZ",1387
2015,"FFA Member","Samoa","Catch_by_EEZ",2239
2016,"FFA Member","Samoa","Catch_by_EEZ",3540
2017,"FFA Member","Samoa","Catch_by_EEZ",2450
2018,"FFA Member","Samoa","Catch_by_EEZ",1844
2019,"FFA Member","Samoa","Catch_by_EEZ",1883
2020,"FFA Member","Samoa","Catch_by_EEZ",1869
2021,"FFA Member","Samoa","Catch_by_EEZ",1307
2022,"FFA Member","Samoa","Catch_by_EEZ",1021
2023,"FFA Member","Samoa","Catch_by_EEZ",1463
1997,"FFA Member","Tonga","Catch_by_EEZ",663
1998,"FFA Member","Tonga","Catch_by_EEZ",825
1999,"FFA Member","Tonga","Catch_by_EEZ",1075
2000,"FFA Member","Tonga","Catch_by_EEZ",1158
2001,"FFA Member","Tonga","Catch_by_EEZ",1552
2002,"FFA Member","Tonga","Catch_by_EEZ",1253
2003,"FFA Member","Tonga","Catch_by_EEZ",654
2004,"FFA Member","Tonga","Catch_by_EEZ",427
2005,"FFA Member","Tonga","Catch_by_EEZ",598
2006,"FFA Member","Tonga","Catch_by_EEZ",753
2007,"FFA Member","Tonga","Catch_by_EEZ",822
2008,"FFA Member","Tonga","Catch_by_EEZ",592
2009,"FFA Member","Tonga","Catch_by_EEZ",271
2010,"FFA Member","Tonga","Catch_by_EEZ",128
2011,"FFA Member","Tonga","Catch_by_EEZ",244
2012,"FFA Member","Tonga","Catch_by_EEZ",1346
2013,"FFA Member","Tonga","Catch_by_EEZ",2347
2014,"FFA Member","Tonga","Catch_by_EEZ",743
2015,"FFA Member","Tonga","Catch_by_EEZ",1735
2016,"FFA Member","Tonga","Catch_by_EEZ",2836
2017,"FFA Member","Tonga","Catch_by_EEZ",2278
2018,"FFA Member","Tonga","Catch_by_EEZ",1427
2019,"FFA Member","Tonga","Catch_by_EEZ",2387
2020,"FFA Member","Tonga","Catch_by_EEZ",1969
2021,"FFA Member","Tonga","Catch_by_EEZ",2037
2022,"FFA Member","Tonga","Catch_by_EEZ",1894
2023,"FFA Member","Tonga","Catch_by_EEZ",2705
1997,"FFA Member","Vanuatu","Catch_by_EEZ",744
1998,"FFA Member","Vanuatu","Catch_by_EEZ",700
1999,"FFA Member","Vanuatu","Catch_by_EEZ",942
2000,"FFA Member","Vanuatu","Catch_by_EEZ",3981
2001,"FFA Member","Vanuatu","Catch_by_EEZ",2087
2002,"FFA Member","Vanuatu","Catch_by_EEZ",3862
2003,"FFA Member","Vanuatu","Catch_by_EEZ",4746
2004,"FFA Member","Vanuatu","Catch_by_EEZ",5503
2005,"FFA Member","Vanuatu","Catch_by_EEZ",8544
2006,"FFA Member","Vanuatu","Catch_by_EEZ",10591
2007,"FFA Member","Vanuatu","Catch_by_EEZ",6678
2008,"FFA Member","Vanuatu","Catch_by_EEZ",7839
2009,"FFA Member","Vanuatu","Catch_by_EEZ",7534
2010,"FFA Member","Vanuatu","Catch_by_EEZ",6544
2011,"FFA Member","Vanuatu","Catch_by_EEZ",8713
2012,"FFA Member","Vanuatu","Catch_by_EEZ",6138
2013,"FFA Member","Vanuatu","Catch_by_EEZ",8434
2014,"FFA Member","Vanuatu","Catch_by_EEZ",8016
2015,"FFA Member","Vanuatu","Catch_by_EEZ",7693
2016,"FFA Member","Vanuatu","Catch_by_EEZ",9747
2017,"FFA Member","Vanuatu","Catch_by_EEZ",11322
2018,"FFA Member","Vanuatu","Catch_by_EEZ",7120
2019,"FFA Member","Vanuatu","Catch_by_EEZ",8136
2020,"FFA Member","Vanuatu","Catch_by_EEZ",6090
2021,"FFA Member","Vanuatu","Catch_by_EEZ",2232
2022,"FFA Member","Vanuatu","Catch_by_EEZ",6664
2023,"FFA Member","Vanuatu","Catch_by_EEZ",3987
1997,"High Seas","H4","Catch_by_EEZ",4402
1998,"High Seas","H4","Catch_by_EEZ",19588
1999,"High Seas","H4","Catch_by_EEZ",16362
2000,"High Seas","H4","Catch_by_EEZ",9606
2001,"High Seas","H4","Catch_by_EEZ",15174
2002,"High Seas","H4","Catch_by_EEZ",8702
2003,"High Seas","H4","Catch_by_EEZ",8030
2004,"High Seas","H4","Catch_by_EEZ",4510
2005,"High Seas","H4","Catch_by_EEZ",3469
2006,"High Seas","H4","Catch_by_EEZ",14297
2007,"High Seas","H4","Catch_by_EEZ",7881
2008,"High Seas","H4","Catch_by_EEZ",5899
2009,"High Seas","H4","Catch_by_EEZ",41877
2010,"High Seas","H4","Catch_by_EEZ",11678
2011,"High Seas","H4","Catch_by_EEZ",6766
2012,"High Seas","H4","Catch_by_EEZ",10904
2013,"High Seas","H4","Catch_by_EEZ",7085
2014,"High Seas","H4","Catch_by_EEZ",23029
2015,"High Seas","H4","Catch_by_EEZ",21838
2016,"High Seas","H4","Catch_by_EEZ",41448
2017,"High Seas","H4","Catch_by_EEZ",43610
2018,"High Seas","H4","Catch_by_EEZ",20091
2019,"High Seas","H4","Catch_by_EEZ",22773
2020,"High Seas","H4","Catch_by_EEZ",49580
2021,"High Seas","H4","Catch_by_EEZ",26840
2022,"High Seas","H4","Catch_by_EEZ",20736
2023,"High Seas","H4","Catch_by_EEZ",21469
1997,"High Seas","H5","Catch_by_EEZ",9330
1998,"High Seas","H5","Catch_by_EEZ",1192
1999,"High Seas","H5","Catch_by_EEZ",7192
2000,"High Seas","H5","Catch_by_EEZ",11469
2001,"High Seas","H5","Catch_by_EEZ",2339
2002,"High Seas","H5","Catch_by_EEZ",26567
2003,"High Seas","H5","Catch_by_EEZ",1411
2004,"High Seas","H5","Catch_by_EEZ",5087
2005,"High Seas","H5","Catch_by_EEZ",20630
2006,"High Seas","H5","Catch_by_EEZ",2003
2007,"High Seas","H5","Catch_by_EEZ",10420
2008,"High Seas","H5","Catch_by_EEZ",9036
2009,"High Seas","H5","Catch_by_EEZ",21925
2010,"High Seas","H5","Catch_by_EEZ",15157
2011,"High Seas","H5","Catch_by_EEZ",13491
2012,"High Seas","H5","Catch_by_EEZ",32707
2013,"High Seas","H5","Catch_by_EEZ",17058
2014,"High Seas","H5","Catch_by_EEZ",64832
2015,"High Seas","H5","Catch_by_EEZ",174324
2016,"High Seas","H5","Catch_by_EEZ",19594
2017,"High Seas","H5","Catch_by_EEZ",40873
2018,"High Seas","H5","Catch_by_EEZ",97890
2019,"High Seas","H5","Catch_by_EEZ",122996
2020,"High Seas","H5","Catch_by_EEZ",57624
2021,"High Seas","H5","Catch_by_EEZ",28389
2022,"High Seas","H5","Catch_by_EEZ",31187
2023,"High Seas","H5","Catch_by_EEZ",88265
1997,"High Seas","I1","Catch_by_EEZ",55020
1998,"High Seas","I1","Catch_by_EEZ",30877
1999,"High Seas","I1","Catch_by_EEZ",63845
2000,"High Seas","I1","Catch_by_EEZ",58578
2001,"High Seas","I1","Catch_by_EEZ",30342
2002,"High Seas","I1","Catch_by_EEZ",25762
2003,"High Seas","I1","Catch_by_EEZ",103715
2004,"High Seas","I1","Catch_by_EEZ",44956
2005,"High Seas","I1","Catch_by_EEZ",57776
2006,"High Seas","I1","Catch_by_EEZ",54388
2007,"High Seas","I1","Catch_by_EEZ",43636
2008,"High Seas","I1","Catch_by_EEZ",37960
2009,"High Seas","I1","Catch_by_EEZ",34329
2010,"High Seas","I1","Catch_by_EEZ",15258
2011,"High Seas","I1","Catch_by_EEZ",13492
2012,"High Seas","I1","Catch_by_EEZ",12218
2013,"High Seas","I1","Catch_by_EEZ",22853
2014,"High Seas","I1","Catch_by_EEZ",33336
2015,"High Seas","I1","Catch_by_EEZ",34498
2016,"High Seas","I1","Catch_by_EEZ",32187
2017,"High Seas","I1","Catch_by_EEZ",29595
2018,"High Seas","I1","Catch_by_EEZ",25731
2019,"High Seas","I1","Catch_by_EEZ",27035
2020,"High Seas","I1","Catch_by_EEZ",33487
2021,"High Seas","I1","Catch_by_EEZ",24828
2022,"High Seas","I1","Catch_by_EEZ",26545
2023,"High Seas","I1","Catch_by_EEZ",23865
1997,"High Seas","I2","Catch_by_EEZ",75663
1998,"High Seas","I2","Catch_by_EEZ",144136
1999,"High Seas","I2","Catch_by_EEZ",183816
2000,"High Seas","I2","Catch_by_EEZ",140841
2001,"High Seas","I2","Catch_by_EEZ",122801
2002,"High Seas","I2","Catch_by_EEZ",140410
2003,"High Seas","I2","Catch_by_EEZ",87489
2004,"High Seas","I2","Catch_by_EEZ",179694
2005,"High Seas","I2","Catch_by_EEZ",147544
2006,"High Seas","I2","Catch_by_EEZ",105353
2007,"High Seas","I2","Catch_by_EEZ",212562
2008,"High Seas","I2","Catch_by_EEZ",183040
2009,"High Seas","I2","Catch_by_EEZ",211734
2010,"High Seas","I2","Catch_by_EEZ",17836
2011,"High Seas","I2","Catch_by_EEZ",17763
2012,"High Seas","I2","Catch_by_EEZ",7618
2013,"High Seas","I2","Catch_by_EEZ",26352
2014,"High Seas","I2","Catch_by_EEZ",12526
2015,"High Seas","I2","Catch_by_EEZ",15815
2016,"High Seas","I2","Catch_by_EEZ",9862
2017,"High Seas","I2","Catch_by_EEZ",9486
2018,"High Seas","I2","Catch_by_EEZ",8141
2019,"High Seas","I2","Catch_by_EEZ",12134
2020,"High Seas","I2","Catch_by_EEZ",6299
2021,"High Seas","I2","Catch_by_EEZ",5681
2022,"High Seas","I2","Catch_by_EEZ",10639
2023,"High Seas","I2","Catch_by_EEZ",7584
1997,"High Seas","I3","Catch_by_EEZ",14235
1998,"High Seas","I3","Catch_by_EEZ",28292
1999,"High Seas","I3","Catch_by_EEZ",15551
2000,"High Seas","I3","Catch_by_EEZ",26581
2001,"High Seas","I3","Catch_by_EEZ",28492
2002,"High Seas","I3","Catch_by_EEZ",27375
2003,"High Seas","I3","Catch_by_EEZ",14832
2004,"High Seas","I3","Catch_by_EEZ",26205
2005,"High Seas","I3","Catch_by_EEZ",14388
2006,"High Seas","I3","Catch_by_EEZ",17278
2007,"High Seas","I3","Catch_by_EEZ",22002
2008,"High Seas","I3","Catch_by_EEZ",12616
2009,"High Seas","I3","Catch_by_EEZ",16378
2010,"High Seas","I3","Catch_by_EEZ",12555
2011,"High Seas","I3","Catch_by_EEZ",13324
2012,"High Seas","I3","Catch_by_EEZ",15715
2013,"High Seas","I3","Catch_by_EEZ",10053
2014,"High Seas","I3","Catch_by_EEZ",15196
2015,"High Seas","I3","Catch_by_EEZ",14983
2016,"High Seas","I3","Catch_by_EEZ",16132
2017,"High Seas","I3","Catch_by_EEZ",13062
2018,"High Seas","I3","Catch_by_EEZ",18976
2019,"High Seas","I3","Catch_by_EEZ",19347
2020,"High Seas","I3","Catch_by_EEZ",8727
2021,"High Seas","I3","Catch_by_EEZ",8953
2022,"High Seas","I3","Catch_by_EEZ",8982
2023,"High Seas","I3","Catch_by_EEZ",13104
1997,"High Seas","I4","Catch_by_EEZ",83382
1998,"High Seas","I4","Catch_by_EEZ",136248
1999,"High Seas","I4","Catch_by_EEZ",40858
2000,"High Seas","I4","Catch_by_EEZ",36687
2001,"High Seas","I4","Catch_by_EEZ",84197
2002,"High Seas","I4","Catch_by_EEZ",62019
2003,"High Seas","I4","Catch_by_EEZ",46985
2004,"High Seas","I4","Catch_by_EEZ",59519
2005,"High Seas","I4","Catch_by_EEZ",54287
2006,"High Seas","I4","Catch_by_EEZ",42259
2007,"High Seas","I4","Catch_by_EEZ",25281
2008,"High Seas","I4","Catch_by_EEZ",34563
2009,"High Seas","I4","Catch_by_EEZ",52101
2010,"High Seas","I4","Catch_by_EEZ",31353
2011,"High Seas","I4","Catch_by_EEZ",36459
2012,"High Seas","I4","Catch_by_EEZ",33745
2013,"High Seas","I4","Catch_by_EEZ",31140
2014,"High Seas","I4","Catch_by_EEZ",21737
2015,"High Seas","I4","Catch_by_EEZ",32501
2016,"High Seas","I4","Catch_by_EEZ",71191
2017,"High Seas","I4","Catch_by_EEZ",43375
2018,"High Seas","I4","Catch_by_EEZ",35644
2019,"High Seas","I4","Catch_by_EEZ",87151
2020,"High Seas","I4","Catch_by_EEZ",64572
2021,"High Seas","I4","Catch_by_EEZ",75004
2022,"High Seas","I4","Catch_by_EEZ",45022
2023,"High Seas","I4","Catch_by_EEZ",63380
1997,"High Seas","I5","Catch_by_EEZ",35861
1998,"High Seas","I5","Catch_by_EEZ",41065
1999,"High Seas","I5","Catch_by_EEZ",29255
2000,"High Seas","I5","Catch_by_EEZ",42811
2001,"High Seas","I5","Catch_by_EEZ",38713
2002,"High Seas","I5","Catch_by_EEZ",63611
2003,"High Seas","I5","Catch_by_EEZ",41634
2004,"High Seas","I5","Catch_by_EEZ",54769
2005,"High Seas","I5","Catch_by_EEZ",50592
2006,"High Seas","I5","Catch_by_EEZ",51454
2007,"High Seas","I5","Catch_by_EEZ",36610
2008,"High Seas","I5","Catch_by_EEZ",43131
2009,"High Seas","I5","Catch_by_EEZ",43609
2010,"High Seas","I5","Catch_by_EEZ",37107
2011,"High Seas","I5","Catch_by_EEZ",29888
2012,"High Seas","I5","Catch_by_EEZ",31453
2013,"High Seas","I5","Catch_by_EEZ",34558
2014,"High Seas","I5","Catch_by_EEZ",28049
2015,"High Seas","I5","Catch_by_EEZ",52241
2016,"High Seas","I5","Catch_by_EEZ",56962
2017,"High Seas","I5","Catch_by_EEZ",30512
2018,"High Seas","I5","Catch_by_EEZ",60536
2019,"High Seas","I5","Catch_by_EEZ",86519
2020,"High Seas","I5","Catch_by_EEZ",65881
2021,"High Seas","I5","Catch_by_EEZ",59717
2022,"High Seas","I5","Catch_by_EEZ",51987
2023,"High Seas","I5","Catch_by_EEZ",122991
1997,"High Seas","I6","Catch_by_EEZ",146549
1998,"High Seas","I6","Catch_by_EEZ",142677
1999,"High Seas","I6","Catch_by_EEZ",128640
2000,"High Seas","I6","Catch_by_EEZ",105833
2001,"High Seas","I6","Catch_by_EEZ",120724
2002,"High Seas","I6","Catch_by_EEZ",137310
2003,"High Seas","I6","Catch_by_EEZ",167109
2004,"High Seas","I6","Catch_by_EEZ",125536
2005,"High Seas","I6","Catch_by_EEZ",153013
2006,"High Seas","I6","Catch_by_EEZ",113597
2007,"High Seas","I6","Catch_by_EEZ",114297
2008,"High Seas","I6","Catch_by_EEZ",114028
2009,"High Seas","I6","Catch_by_EEZ",63303
2010,"High Seas","I6","Catch_by_EEZ",104834
2011,"High Seas","I6","Catch_by_EEZ",89917
2012,"High Seas","I6","Catch_by_EEZ",97375
2013,"High Seas","I6","Catch_by_EEZ",85357
2014,"High Seas","I6","Catch_by_EEZ",87905
2015,"High Seas","I6","Catch_by_EEZ",74489
2016,"High Seas","I6","Catch_by_EEZ",57864
2017,"High Seas","I6","Catch_by_EEZ",70976
2018,"High Seas","I6","Catch_by_EEZ",53495
2019,"High Seas","I6","Catch_by_EEZ",54513
2020,"High Seas","I6","Catch_by_EEZ",58832
2021,"High Seas","I6","Catch_by_EEZ",102106
2022,"High Seas","I6","Catch_by_EEZ",28732
2023,"High Seas","I6","Catch_by_EEZ",21272
1997,"High Seas","I7","Catch_by_EEZ",17301
1998,"High Seas","I7","Catch_by_EEZ",18291
1999,"High Seas","I7","Catch_by_EEZ",16841
2000,"High Seas","I7","Catch_by_EEZ",15719
2001,"High Seas","I7","Catch_by_EEZ",22251
2002,"High Seas","I7","Catch_by_EEZ",26938
2003,"High Seas","I7","Catch_by_EEZ",26053
2004,"High Seas","I7","Catch_by_EEZ",24916
2005,"High Seas","I7","Catch_by_EEZ",22018
2006,"High Seas","I7","Catch_by_EEZ",17060
2007,"High Seas","I7","Catch_by_EEZ",12114
2008,"High Seas","I7","Catch_by_EEZ",19943
2009,"High Seas","I7","Catch_by_EEZ",25741
2010,"High Seas","I7","Catch_by_EEZ",26431
2011,"High Seas","I7","Catch_by_EEZ",16137
2012,"High Seas","I7","Catch_by_EEZ",22870
2013,"High Seas","I7","Catch_by_EEZ",21799
2014,"High Seas","I7","Catch_by_EEZ",14926
2015,"High Seas","I7","Catch_by_EEZ",17395
2016,"High Seas","I7","Catch_by_EEZ",10603
2017,"High Seas","I7","Catch_by_EEZ",33752
2018,"High Seas","I7","Catch_by_EEZ",25673
2019,"High Seas","I7","Catch_by_EEZ",18924
2020,"High Seas","I7","Catch_by_EEZ",28373
2021,"High Seas","I7","Catch_by_EEZ",21355
2022,"High Seas","I7","Catch_by_EEZ",20992
2023,"High Seas","I7","Catch_by_EEZ",25603
1997,"High Seas","I8","Catch_by_EEZ",262
1998,"High Seas","I8","Catch_by_EEZ",143
1999,"High Seas","I8","Catch_by_EEZ",148
2000,"High Seas","I8","Catch_by_EEZ",819
2001,"High Seas","I8","Catch_by_EEZ",73
2002,"High Seas","I8","Catch_by_EEZ",772
2003,"High Seas","I8","Catch_by_EEZ",1155
2004,"High Seas","I8","Catch_by_EEZ",1982
2005,"High Seas","I8","Catch_by_EEZ",1609
2006,"High Seas","I8","Catch_by_EEZ",1645
2007,"High Seas","I8","Catch_by_EEZ",973
2008,"High Seas","I8","Catch_by_EEZ",1521
2009,"High Seas","I8","Catch_by_EEZ",987
2010,"High Seas","I8","Catch_by_EEZ",1322
2011,"High Seas","I8","Catch_by_EEZ",1548
2012,"High Seas","I8","Catch_by_EEZ",756
2013,"High Seas","I8","Catch_by_EEZ",1187
2014,"High Seas","I8","Catch_by_EEZ",1370
2015,"High Seas","I8","Catch_by_EEZ",1601
2016,"High Seas","I8","Catch_by_EEZ",1834
2017,"High Seas","I8","Catch_by_EEZ",2588
2018,"High Seas","I8","Catch_by_EEZ",2321
2019,"High Seas","I8","Catch_by_EEZ",1990
2020,"High Seas","I8","Catch_by_EEZ",1063
2021,"High Seas","I8","Catch_by_EEZ",1276
2022,"High Seas","I8","Catch_by_EEZ",1332
2023,"High Seas","I8","Catch_by_EEZ",342
1997,"High Seas","I9","Catch_by_EEZ",78
1998,"High Seas","I9","Catch_by_EEZ",65
1999,"High Seas","I9","Catch_by_EEZ",169
2000,"High Seas","I9","Catch_by_EEZ",30
2001,"High Seas","I9","Catch_by_EEZ",124
2002,"High Seas","I9","Catch_by_EEZ",876
2003,"High Seas","I9","Catch_by_EEZ",376
2004,"High Seas","I9","Catch_by_EEZ",132
2005,"High Seas","I9","Catch_by_EEZ",158
2006,"High Seas","I9","Catch_by_EEZ",450
2007,"High Seas","I9","Catch_by_EEZ",1203
2008,"High Seas","I9","Catch_by_EEZ",152
2009,"High Seas","I9","Catch_by_EEZ",706
2010,"High Seas","I9","Catch_by_EEZ",481
2011,"High Seas","I9","Catch_by_EEZ",937
2012,"High Seas","I9","Catch_by_EEZ",2128
2013,"High Seas","I9","Catch_by_EEZ",1217
2014,"High Seas","I9","Catch_by_EEZ",293
2015,"High Seas","I9","Catch_by_EEZ",141
2016,"High Seas","I9","Catch_by_EEZ",104
2017,"High Seas","I9","Catch_by_EEZ",2610
2018,"High Seas","I9","Catch_by_EEZ",1767
2019,"High Seas","I9","Catch_by_EEZ",2949
2020,"High Seas","I9","Catch_by_EEZ",2698
2021,"High Seas","I9","Catch_by_EEZ",790
2022,"High Seas","I9","Catch_by_EEZ",807
2023,"High Seas","I9","Catch_by_EEZ",3577
1997,"High Seas","IW","Catch_by_EEZ",0
1998,"High Seas","IW","Catch_by_EEZ",1
1999,"High Seas","IW","Catch_by_EEZ",0
2000,"High Seas","IW","Catch_by_EEZ",0
2001,"High Seas","IW","Catch_by_EEZ",0
2002,"High Seas","IW","Catch_by_EEZ",0
2003,"High Seas","IW","Catch_by_EEZ",0
2004,"High Seas","IW","Catch_by_EEZ",0
2005,"High Seas","IW","Catch_by_EEZ",0
2006,"High Seas","IW","Catch_by_EEZ",0
2007,"High Seas","IW","Catch_by_EEZ",0
2008,"High Seas","IW","Catch_by_EEZ",0
2009,"High Seas","IW","Catch_by_EEZ",0
2010,"High Seas","IW","Catch_by_EEZ",0
2011,"High Seas","IW","Catch_by_EEZ",0
2012,"High Seas","IW","Catch_by_EEZ",0
2013,"High Seas","IW","Catch_by_EEZ",0
2014,"High Seas","IW","Catch_by_EEZ",0
2015,"High Seas","IW","Catch_by_EEZ",0
2016,"High Seas","IW","Catch_by_EEZ",0
2017,"High Seas","IW","Catch_by_EEZ",0
2018,"High Seas","IW","Catch_by_EEZ",0
2019,"High Seas","IW","Catch_by_EEZ",0
2020,"High Seas","IW","Catch_by_EEZ",0
2021,"High Seas","IW","Catch_by_EEZ",0
2022,"High Seas","IW","Catch_by_EEZ",0
2023,"High Seas","IW","Catch_by_EEZ",1
1997,"PNA Member","FSM","Catch_by_EEZ",91429
1998,"PNA Member","FSM","Catch_by_EEZ",88673
1999,"PNA Member","FSM","Catch_by_EEZ",189212
2000,"PNA Member","FSM","Catch_by_EEZ",145890
2001,"PNA Member","FSM","Catch_by_EEZ",104694
2002,"PNA Member","FSM","Catch_by_EEZ",87014
2003,"PNA Member","FSM","Catch_by_EEZ",235613
2004,"PNA Member","FSM","Catch_by_EEZ",162177
2005,"PNA Member","FSM","Catch_by_EEZ",239060
2006,"PNA Member","FSM","Catch_by_EEZ",212448
2007,"PNA Member","FSM","Catch_by_EEZ",166696
2008,"PNA Member","FSM","Catch_by_EEZ",143376
2009,"PNA Member","FSM","Catch_by_EEZ",133954
2010,"PNA Member","FSM","Catch_by_EEZ",160370
2011,"PNA Member","FSM","Catch_by_EEZ",162662
2012,"PNA Member","FSM","Catch_by_EEZ",188520
2013,"PNA Member","FSM","Catch_by_EEZ",220521
2014,"PNA Member","FSM","Catch_by_EEZ",143950
2015,"PNA Member","FSM","Catch_by_EEZ",172310
2016,"PNA Member","FSM","Catch_by_EEZ",200960
2017,"PNA Member","FSM","Catch_by_EEZ",194953
2018,"PNA Member","FSM","Catch_by_EEZ",298474
2019,"PNA Member","FSM","Catch_by_EEZ",173658
2020,"PNA Member","FSM","Catch_by_EEZ",202664
2021,"PNA Member","FSM","Catch_by_EEZ",119973
2022,"PNA Member","FSM","Catch_by_EEZ",241698
2023,"PNA Member","FSM","Catch_by_EEZ",85022
1997,"PNA Member","Kiribati","Catch_by_EEZ",204597
1998,"PNA Member","Kiribati","Catch_by_EEZ",158136
1999,"PNA Member","Kiribati","Catch_by_EEZ",153419
2000,"PNA Member","Kiribati","Catch_by_EEZ",152301
2001,"PNA Member","Kiribati","Catch_by_EEZ",282119
2002,"PNA Member","Kiribati","Catch_by_EEZ",365389
2003,"PNA Member","Kiribati","Catch_by_EEZ",90859
2004,"PNA Member","Kiribati","Catch_by_EEZ",107338
2005,"PNA Member","Kiribati","Catch_by_EEZ",212452
2006,"PNA Member","Kiribati","Catch_by_EEZ",176406
2007,"PNA Member","Kiribati","Catch_by_EEZ",201231
2008,"PNA Member","Kiribati","Catch_by_EEZ",248277
2009,"PNA Member","Kiribati","Catch_by_EEZ",333873
2010,"PNA Member","Kiribati","Catch_by_EEZ",208043
2011,"PNA Member","Kiribati","Catch_by_EEZ",223583
2012,"PNA Member","Kiribati","Catch_by_EEZ",559843
2013,"PNA Member","Kiribati","Catch_by_EEZ",299521
2014,"PNA Member","Kiribati","Catch_by_EEZ",743453
2015,"PNA Member","Kiribati","Catch_by_EEZ",648473
2016,"PNA Member","Kiribati","Catch_by_EEZ",413595
2017,"PNA Member","Kiribati","Catch_by_EEZ",386438
2018,"PNA Member","Kiribati","Catch_by_EEZ",401702
2019,"PNA Member","Kiribati","Catch_by_EEZ",690408
2020,"PNA Member","Kiribati","Catch_by_EEZ",355728
2021,"PNA Member","Kiribati","Catch_by_EEZ",356544
2022,"PNA Member","Kiribati","Catch_by_EEZ",238315
2023,"PNA Member","Kiribati","Catch_by_EEZ",607913
1997,"PNA Member","Marshall Islands","Catch_by_EEZ",5084
1998,"PNA Member","Marshall Islands","Catch_by_EEZ",92020
1999,"PNA Member","Marshall Islands","Catch_by_EEZ",32850
2000,"PNA Member","Marshall Islands","Catch_by_EEZ",34186
2001,"PNA Member","Marshall Islands","Catch_by_EEZ",61827
2002,"PNA Member","Marshall Islands","Catch_by_EEZ",41436
2003,"PNA Member","Marshall Islands","Catch_by_EEZ",7498
2004,"PNA Member","Marshall Islands","Catch_by_EEZ",19103
2005,"PNA Member","Marshall Islands","Catch_by_EEZ",22026
2006,"PNA Member","Marshall Islands","Catch_by_EEZ",19231
2007,"PNA Member","Marshall Islands","Catch_by_EEZ",21935
2008,"PNA Member","Marshall Islands","Catch_by_EEZ",29962
2009,"PNA Member","Marshall Islands","Catch_by_EEZ",16988
2010,"PNA Member","Marshall Islands","Catch_by_EEZ",26285
