STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CURRENCY,Currency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2005,,182560,,USD,USD,3,thousands,,,,,Converted 0.7041 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2006,,187857,,USD,USD,3,thousands,,,,,Converted 0.6485 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2007,,227926,,USD,USD,3,thousands,,,,,Converted 0.7349 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2008,,233446,,USD,USD,3,thousands,,,,,Converted 0.7029 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2009,,206455,,USD,USD,3,thousands,,,,,Converted 0.6247 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2010,,249580,,USD,USD,3,thousands,,,,,Converted 0.7205 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2011,,282418,,USD,USD,3,thousands,,,,,Converted 0.79 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2012,,302086,,USD,USD,3,thousands,,,,,Converted 0.8102 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2013,,301566,,USD,USD,3,thousands,,,,,Converted 0.8201 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2014,,315958,,USD,USD,3,thousands,,,,,Converted 0.8296 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2015,,285530,,USD,USD,3,thousands,,,,,Converted 0.6974 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2016,,287988,,USD,USD,3,thousands,,,,,Converted 0.6961 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2017,,345587,,USD,USD,3,thousands,,,,,Converted 0.7105 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2018,,391959,,USD,USD,3,thousands,,,,,Converted 0.6919 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2019,,391054,,USD,USD,3,thousands,,,,,Converted 0.6588 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2020,,257967,,USD,USD,3,thousands,,,,,Converted 0.6485 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2021,,246984,,USD,USD,3,thousands,,,,,Converted 0.7073 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,CK,Cook Islands,GDPC,"Gross Domestic Product, current prices",2022,,289730,,USD,USD,3,thousands,,,,,Converted 0.634 NZD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2005,,912,,USD_POP,USD per person,,,,,,,428426 thousands USD / 469900 persons. Converted 0.1328 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2006,,1265,,USD_POP,USD per person,,,,,,,620220 thousands USD / 490300 persons. Converted 0.1314 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2007,,1368,,USD_POP,USD per person,,,,,,,698791 thousands USD / 510700 persons. Converted 0.1307 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2008,,1469,,USD_POP,USD per person,,,,,,,780352 thousands USD / 531100 persons. Converted 0.1291 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2009,,1467,,USD_POP,USD per person,,,,,,,809219 thousands USD / 551523 persons. Converted 0.1241 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2010,,1596,,USD_POP,USD per person,,,,,,,902543 thousands USD / 565435 persons. Converted 0.124 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2011,,1845,,USD_POP,USD per person,,,,,,,1069387 thousands USD / 579468 persons. Converted 0.1309 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2012,,2007,,USD_POP,USD per person,,,,,,,1191411 thousands USD / 593614 persons. Converted 0.136 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2013,,2113,,USD_POP,USD per person,,,,,,,1284323 thousands USD / 607857 persons. Converted 0.1369 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2014,,2147,,USD_POP,USD per person,,,,,,,1335706 thousands USD / 622225 persons. Converted 0.1356 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2015,,2052,,USD_POP,USD per person,,,,,,,1306595 thousands USD / 636712 persons. Converted 0.1263 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2016,,2116,,USD_POP,USD per person,,,,,,,1378383 thousands USD / 651348 persons. Converted 0.1258 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2017,,2228,,USD_POP,USD per person,,,,,,,1483975 thousands USD / 666161 persons. Converted 0.1268 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2018,,2334,,USD_POP,USD per person,,,,,,,1589740 thousands USD / 681184 persons. Converted 0.1257 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2019,,2274,,USD_POP,USD per person,,,,,,,1583873 thousands USD / 696470 persons. Converted 0.1223 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2020,,2129,,USD_POP,USD per person,,,,,,,1516190 thousands USD / 712071 persons. Converted 0.1218 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCPC,"Gross Domestic Product per capita, current prices",2021,,2001,,USD_POP,USD per person,,,,,,,1457024 thousands USD / 728041 persons. Converted 0.1245 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2005,,4327318,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2006,,4544971,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2007,,4648600,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2008,,4730600,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2009,,4786000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2010,,5051000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2011,,5738800,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2012,,6000000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2013,,6429000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2014,,9167000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2015,,9822100,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2016,,10327300,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2017,,11065000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2018,,11650600,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2019,,11762100,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2020,,9613200,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2021,,8914100,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FJ,Fiji,GDPC,"Gross Domestic Product, current prices",2022,,10963000,,FJD,Fiji Dollar,3,thousands,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,1.79,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,0.9,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,2.49,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,6.5,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,5.92,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,4.85,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,5.14,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,-3.09,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,0.66,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-0.88,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,4.99,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,10.35,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,9.61,,PERCENT,percent,,,,,,,,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2006,,44.77,,PERCENT,percent,,,,,,,Converted 0.1314 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2007,,12.67,,PERCENT,percent,,,,,,,Converted 0.1307 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2008,,11.67,,PERCENT,percent,,,,,,,Converted 0.1291 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2009,,3.7,,PERCENT,percent,,,,,,,Converted 0.1241 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2010,,11.53,,PERCENT,percent,,,,,,,Converted 0.124 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2011,,18.49,,PERCENT,percent,,,,,,,Converted 0.1309 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2012,,11.41,,PERCENT,percent,,,,,,,Converted 0.136 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2013,,7.8,,PERCENT,percent,,,,,,,Converted 0.1369 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2014,,4,,PERCENT,percent,,,,,,,Converted 0.1356 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2015,,-2.18,,PERCENT,percent,,,,,,,Converted 0.1263 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2016,,5.49,,PERCENT,percent,,,,,,,Converted 0.1258 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2017,,7.66,,PERCENT,percent,,,,,,,Converted 0.1268 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2018,,7.13,,PERCENT,percent,,,,,,,Converted 0.1257 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2019,,-0.37,,PERCENT,percent,,,,,,,Converted 0.1223 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2020,,-4.27,,PERCENT,percent,,,,,,,Converted 0.1218 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,USD,US Dollar,SB,Solomon Islands,GDPCVR,"Variation rate of Gross Domestic Product, current prices",2021,,-3.9,,PERCENT,percent,,,,,,,Converted 0.1245 SBD/USD,
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2005,,2355,,USD_POP,USD per person,,,,,,,"250048 thousands USD / 106200 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2006,,2412,,USD_POP,USD per person,,,,,,,"254517 thousands USD / 105500 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2007,,2450,,USD_POP,USD per person,,,,,,,"256800 thousands USD / 104800 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2008,,2528,,USD_POP,USD per person,,,,,,,"263200 thousands USD / 104100 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2009,,2708,,USD_POP,USD per person,,,,,,,"280300 thousands USD / 103500 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2010,,2889,,USD_POP,USD per person,,,,,,,"296900 thousands USD / 102765 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2011,,3022,,USD_POP,USD per person,,,,,,,"311300 thousands USD / 103027 persons. ",
DATAFLOW,SPC:DF_NATIONAL_ACCOUNTS(1.0),Gross Domestic Product for Pacific Island Countries and Territories,I,A,Annual,DOM,Domestic currency,FM,Micronesia (Federated States of),GDPCPC,"Gross Domestic Product per capita, current prices",2012,,3169,,USD_POP,USD per person,,,,,,,"327300 thousands USD / 103287 persons. ",
