"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Yellow Fin","Denmark",2018,"Import",0,243985,0,37653778.0350772,6.000042336,24.5918492366334
"Albacore","Denmark",2018,"Import",0,69392,0,10951067.9887475,1.729649648,24.9257788794097
"Tuna N.E.C","Denmark",2018,"Export",0,6658,770134.013450188,0,0.120492446,18.097393511565
"Albacore","Denmark",2018,"Export",0,15989,519145.998329658,0,0.083505946,5.22271223966477
"Blue Fin","Denmark",2018,"Import",0,2143,0,136172.002434667,0.021779301,10.1629962669155
"Tuna N.E.C","Denmark",2018,"Import",0,2356,0,98674.9982790424,0.015977592,6.78166044142615
"Yellow Fin","Dominican Rep.",2018,"Import",0,5236.68,22340.643,28637.954,0.028637954,5.46872331324427
"Blue Fin","Dominican Rep.",2018,"Import",0,3247.26,13566.465,14405.742,0.014405742,4.43627612202287
"Tuna N.E.C","Dominican Rep.",2018,"Import",0,31799.82,111630.047,119867.662,0.119867662,3.7694446698126
"Big Eye","Ecuador",2018,"Import",0,10598374.1,17333447.432,18208023.444,18.208023444,1.71800157950643
"Yellow Fin","Ecuador",2018,"Export",0,9984149.53,26778226.06,0,26.77822606,2.68207381906068
"Yellow Fin","Ecuador",2018,"Import",0,19566651.78,38366900.171,39978341.392,39.978341392,2.04318765629916
"Tuna N.E.C","Ecuador",2018,"Import",0,47729,9284.43,10644.08,0.01064408,0.223010748182447
"Tuna N.E.C","Ecuador",2018,"Export",0,2207903.87,14311493.83,0,14.31149383,6.48193701929604
"Albacore","Ecuador",2018,"Export",0,796189.7,9709565.79,0,9.70956579,12.1950406919356
"Albacore","Ecuador",2018,"Import",0,758416.35,161544.463,163775.633,0.163775633,0.215944227731905
"Yellow Fin","El Salvador",2018,"Import",0,4009040.84,0,8131049.77,8.13104977,2.02817833354873
"Albacore","El Salvador",2018,"Import",0,49540,0,152785.2,0.1527852,3.08407751312071
"Yellow Fin","Ethiopia",2018,"Import",0,200,0,28073.6870637516,0.001031571,5.157855
"Big Eye","Fiji",2018,"Export",0,2534795.57,13858071.002816,0,6.659070857,2.62706426341119
"Yellow Fin","Fiji",2018,"Export",0,6384987.13,42449232.9985738,0,20.315408686,3.1817462231909
"Albacore","Fiji",2018,"Export",0,11727838.26,72918609.0029369,0,34.718714445,2.96036777412038
"Tuna N.E.C","Fiji",2018,"Export",0,7084709.55,45097006.9903215,0,21.61090863,3.05035915410251
"Tuna N.E.C","Fiji",2018,"Import",0,1311435.5,0,3060522.00110756,1.464240575,1.1165174154581
"Big Eye","Finland",2018,"Import",0,300,0,8159.99990158748,0.009949953,33.16651
"Blue Fin","France",2018,"Import",0,208575.232,0,3629183.99880037,4.27782065,20.509724999371
"Yellow Fin","France",2018,"Export",0,39103344.031,78660294.9942829,0,92.52549869,2.36617867302215
"Blue Fin","France",2018,"Export",0,61529.583,1167304.99855496,0,1.364479357,22.1759890197858
"Yellow Fin","France",2018,"Import",0,5323443.205,0,28815523.9973666,34.019234041,6.39045683986029
"Albacore","France",2018,"Import",0,3124064.132,0,13922600.0024633,16.377979961,5.2425236067465
"Big Eye","France",2018,"Import",0,113973.663,0,993268.998677575,1.171345211,10.2773323254514
"Albacore","France",2018,"Export",0,2892170.17,12194511.9947785,0,14.20055839,4.91000098725173
"Big Eye","France",2018,"Export",0,4963252.525,8291486.00395334,0,9.782016707,1.97088837566249
"Tuna N.E.C","France",2018,"Import",0,342759.153,0,1779339.00064422,2.11611482,6.17376604382028
"Tuna N.E.C","France",2018,"Export",0,25143.375,583782.000096739,0,0.686644858,27.3091761945244
"Albacore","French Polynesia",2018,"Export",0,250165,161618791.969994,0,1.591476837,6.3617086203106
"Yellow Fin","French Polynesia",2018,"Export",0,463683,566378978.104234,0,5.602413681,12.0824220016692
"Big Eye","French Polynesia",2018,"Export",0,378524,513784083.022629,0,5.044503254,13.3267725533916
"Blue Fin","Germany",2018,"Import",0,34111,0,630939.997833675,0.749320962,21.9671355867609
"Yellow Fin","Germany",2018,"Export",0,315935,4749233.00149571,0,5.62253183,17.7964829157896
"Tuna N.E.C","Germany",2018,"Import",0,20721,0,150357.001415951,0.176794139,8.53212388398244
"Yellow Fin","Germany",2018,"Import",0,216950,0,2512069.00205624,2.959426304,13.6410523346393
"Tuna N.E.C","Germany",2018,"Export",0,6440,51132.997426129,0,0.059733294,9.27535621118012
"Albacore","Germany",2018,"Export",0,1544.857,18358.9982067813,0,0.021709278,14.052613283948
"Albacore","Germany",2018,"Import",0,7711,0,82452.9992550462,0.09805975,12.7168655167942
"Blue Fin","Germany",2018,"Export",0,68803,374275.002830334,0,0.441143663,6.4116922663256
"Yellow Fin","Ghana",2018,"Import",0,80488.48,0,1202944.58090452,0.251308251,3.12228844425935
"Tuna N.E.C","Ghana",2018,"Export",0,1929606,32557480.322956,0,7.054739945,3.6560520360115
"Yellow Fin","Ghana",2018,"Export",0,18494004.9,117580969.609466,0,25.287028164,1.36730947681321
"Tuna N.E.C","Ghana",2018,"Import",0,1316783.4,0,4184681.05690423,0.895250043,0.679876464876456
"Big Eye","Greece",2018,"Import",0,12588,0,60419.0001355972,0.07135553,5.66853590721322
"Albacore","Greece",2018,"Import",0,130051,0,834213.000816995,0.977902275,7.51937528354261
"Tuna N.E.C","Greece",2018,"Import",0,207812,0,468207.000552207,0.554534621,2.66844369430062
"Tuna N.E.C","Greece",2018,"Export",0,29241,95018.0004167238,0,0.112690037,3.85383663349407
"Yellow Fin","Greece",2018,"Import",0,74898,0,506911.002465896,0.599839498,8.00875187588454
"Albacore","Greece",2018,"Export",0,450526,1606477.99627484,0,1.877927096,4.168299046004
"Blue Fin","Greece",2018,"Export",0,230382,3206037.99957644,0,3.878443556,16.8348376001597
"Blue Fin","Greece",2018,"Import",0,98906,0,498462.99980897,0.589378897,5.95898021353608
"Albacore","Grenada",2018,"Export",0,550555,4550749.99865,0,1.685461277,3.06138583247814
"Yellow Fin","Grenada",2018,"Import",0,22524,0,160405.003105003,0.059409201,2.63759549813532
"Yellow Fin","Grenada",2018,"Export",0,102448,2190306.99300699,0,0.811224001,7.91839763587381
"Yellow Fin","Guatemala",2018,"Import",0,75000,0,196056,0.196056,2.61408
"Tuna N.E.C","Guatemala",2018,"Import",0,997,0,12239,0.012239,12.2758274824473
"Tuna N.E.C","Guyana",2018,"Export",0,264339.82,402913965.284199,0,1.941396804,7.34432218346823
"Yellow Fin","China, Hong Kong SAR",2018,"Export",0,40070,1378360.0035189,0,0.175792884,4.38714459695533
"Yellow Fin","China, Hong Kong SAR",2018,"Import",0,118123,0,12980536.9871292,1.655903077,14.0184644565411
"Tuna N.E.C","China, Hong Kong SAR",2018,"Import",0,651041,0,71072891.037473,9.067177209,13.9271984544752
"Big Eye","China, Hong Kong SAR",2018,"Import",0,70683,0,7017009.99608757,0.895082212,12.6633308150475
"Blue Fin","China, Hong Kong SAR",2018,"Import",0,55317,0,19459159.0182278,2.481476128,44.8591956902941
"Blue Fin","China, Hong Kong SAR",2018,"Export",0,3254,891892.999638641,0,0.113850495,34.9878595574677
"Tuna N.E.C","China, Hong Kong SAR",2018,"Export",0,240948,4930797.99630636,0,0.629014555,2.61058217955741
"Albacore","China, Hong Kong SAR",2018,"Import",0,42422,0,5587337.00471598,0.712686728,16.7999322992787
"Albacore","Hungary",2018,"Import",0,60,0,570,0.00057,9.5
"Yellow Fin","Hungary",2018,"Import",0,7180,0,97769,0.097769,13.616852367688
"Yellow Fin","Iceland",2018,"Import",0,2546,0,6436194.8234278,0.059237317,23.2668173605656
"Tuna N.E.C","Indonesia",2018,"Export",0,3918143.81,9496458.32,0,9.49645832,2.42371356961499
"Yellow Fin","Indonesia",2018,"Export",0,13675540.92,40205758.62,0,40.20575862,2.93997574612939
"Big Eye","Indonesia",2018,"Export",0,1319084.8,5755032.16,0,5.75503216,4.36289779095324
"Yellow Fin","Indonesia",2018,"Import",0,6251411,0,13153581,13.153581,2.10409793884933
"Albacore","Indonesia",2018,"Export",0,1972194.2,6234091.05,0,6.23409105,3.16099248745382
"Tuna N.E.C","Indonesia",2018,"Import",0,904267,0,852837,0.852837,0.94312520527676
"Big Eye","Indonesia",2018,"Import",0,1092613,0,1929046,1.929046,1.76553454882927
"Albacore","Indonesia",2018,"Import",0,234996,0,807591,0.807591,3.43661594239902
"Yellow Fin","Ireland",2018,"Import",0,54601,0,743492.001674191,0.877178919,16.0652537316166
"Albacore","Ireland",2018,"Import",0,2380,0,10208.0001607101,0.012542705,5.27004411764706
"Tuna N.E.C","Ireland",2018,"Import",0,87105,0,360445.997168708,0.422450808,4.84990308248665
"Yellow Fin","Israel",2018,"Import",0,684484.143,0,6997000,6.997,10.2222967055644
"Yellow Fin","Italy",2018,"Import",0,32633941,0,116481876.001882,137.273878674,4.20647566513649
"Albacore","Italy",2018,"Export",0,840874,4481934.00345052,0,5.234527143,6.2251028608329
"Albacore","Italy",2018,"Import",0,2056867,0,9279103.9986852,10.908929965,5.30366327283193
"Tuna N.E.C","Italy",2018,"Export",0,385410,1273537.00036112,0,1.505936541,3.90736239589009
"Yellow Fin","Italy",2018,"Export",0,129983,1290877.00251251,0,1.537010363,11.8247029457698
"Tuna N.E.C","Italy",2018,"Import",0,200026,0,1523014.00289861,1.795105818,8.97436242288502
"Blue Fin","Italy",2018,"Export",0,428010,4478193.00195703,0,5.222287899,12.2013221630336
"Big Eye","Italy",2018,"Export",0,1015,8898.00037503139,0,0.010382039,10.2286098522167
"Big Eye","Italy",2018,"Import",0,208903,0,2627215.00107185,3.094080795,14.8110883759448
"Blue Fin","Italy",2018,"Import",0,270507,0,3114957.00157575,3.699062761,13.6745546732617
"Tuna N.E.C","Côte d'Ivoire",2018,"Import",0,73976480,0,15990838184.295,28.670392674,0.387560920362796
"Yellow Fin","Côte d'Ivoire",2018,"Export",0,1784664,1288348200.68845,0,2.282465148,1.27893269993679
"Yellow Fin","Côte d'Ivoire",2018,"Import",0,362812,0,171574886.075367,0.304446926,0.83913135728697
"Big Eye","Japan",2018,"Import",0,56418139,0,47409938999.9944,430.687061172,7.6338402649545
"Yellow Fin","Japan",2018,"Import",0,50258096,0,27669425999.2782,251.572452549,5.00561049007905
"Albacore","Japan",2018,"Export",0,15470580,5164307000.1714,0,46.716530619,3.01970130525165
"Big Eye","Japan",2018,"Export",0,1718519,892902000.043629,0,8.120074152,4.72504182496673
"Blue Fin","Japan",2018,"Export",0,712165,1870422999.81738,0,16.897042435,23.7263028020192
"Albacore","Japan",2018,"Import",0,12751966,0,4899932999.67788,44.113223969,3.45932728874904
"Yellow Fin","Japan",2018,"Export",0,2976481,685235999.967499,0,6.214113743,2.0877384209743
"Blue Fin","Japan",2018,"Import",0,16933774,0,26544084000.4272,238.969964771,14.1120322481568
"Yellow Fin","Kazakhstan",2018,"Import",0,11.7,0,1015.24,0.00101524,86.7726495726496
"Yellow Fin","Kenya",2018,"Export",0,200,110000,0,0.00106876,5.3438
"Big Eye","Kenya",2018,"Import",0,8018,0,1741543.34882588,0.017029815,2.12394799201796
"Yellow Fin","Kenya",2018,"Import",0,49199,0,11036544.1556774,0.108751337,2.21043795605602
"Yellow Fin","Rep. of Korea",2018,"Export",0,27932302.3,66523131,0,66.523131,2.38158424198352
"Albacore","Rep. of Korea",2018,"Export",0,820588.5,2621753,0,2.621753,3.19496678298563
"Yellow Fin","Rep. of Korea",2018,"Import",0,4441131.1,0,17652972,17.652972,3.97488198445662
"Blue Fin","Rep. of Korea",2018,"Import",0,2014718.56,0,28577489,28.577489,14.1843578390423
"Big Eye","Rep. of Korea",2018,"Export",0,4593620.1,16961192,0,16.961192,3.69233668234776
"Big Eye","Rep. of Korea",2018,"Import",0,2765612.48,0,18919125,18.919125,6.84084452786386
"Blue Fin","Rep. of Korea",2018,"Export",0,1701090.3,23729310,0,23.72931,13.9494711127328
"Tuna N.E.C","Rep. of Korea",2018,"Export",0,623730.68,2427877,0,2.427877,3.89250854230868
"Albacore","Rep. of Korea",2018,"Import",0,289516,0,1031109,1.031109,3.56149228367344
"Tuna N.E.C","Lao People's Dem. Rep.",2018,"Import",0,52406.956,0,166911,0.166911,3.18490163786654
"Tuna N.E.C","Lesotho",2018,"Import",563,563,0,2429.69743054228,0.00018601,0.330390763765542
"Yellow Fin","Lesotho",2018,"Import",3,3,0,201.00122284897,1.647e-05,5.49
"Tuna N.E.C","Latvia",2018,"Import",0,11353,0,54769.9998165297,0.064747642,5.70313062626619
"Yellow Fin","Latvia",2018,"Import",0,300,0,1938.99995901471,0.002365483,7.88494333333333
"Yellow Fin","Latvia",2018,"Export",0,200,1329.00033134368,0,0.001579224,7.89612
"Yellow Fin","Lithuania",2018,"Import",0,3099,0,43739,0.043739,14.1139077121652
"Tuna N.E.C","Lithuania",2018,"Import",0,6072,0,19396,0.019396,3.19433465085639
"Tuna N.E.C","Lithuania",2018,"Export",0,898480,190749,0,0.190749,0.212301887632446
"Blue Fin","Lithuania",2018,"Export",0,100,462,0,0.000462,4.62
"Tuna N.E.C","Luxembourg",2018,"Import",0,8911.074,228351.551246339,228361.021541332,0.271328999,30.4485182145272
"Yellow Fin","Luxembourg",2018,"Import",0,101887.902,1861427.44235698,1861983.53121838,2.19479079,21.5412305771101
"Albacore","Luxembourg",2018,"Import",0,29162.769,199426.898024723,199894.308105201,0.23598219,8.09189929803991
"Blue Fin","Luxembourg",2018,"Import",0,7304.699,117881.611569103,118407.69003587,0.139214597,19.0582249864094
"Yellow Fin","Luxembourg",2018,"Export",0,14187,367656.391325382,0,0.433062266,30.5252883625855
"Big Eye","Luxembourg",2018,"Import",0,10746.35,142887.150255738,142920.500114203,0.170481344,15.8641160952323
"Big Eye","Luxembourg",2018,"Export",0,7713,37726.9206742066,0,0.045455722,5.8933906391806
"Albacore","Madagascar",2018,"Export",0,17402.5,168652388.672321,0,0.048413401,2.7819796580951
"Big Eye","Madagascar",2018,"Import",0,606433,3149131356.91464,3410743413.93499,1.00787977,1.661980416633
"Yellow Fin","Madagascar",2018,"Import",0,1897985,11434976916.5995,12263174228.3429,3.661073526,1.92892648045164
"Big Eye","Malawi",2018,"Import",0,2850,0,1092490.16982754,0.001492834,0.523801403508772
"Yellow Fin","Malaysia",2018,"Import",0,217214.73,0,3346586.99137994,0.826727127,3.80603620666057
"Yellow Fin","Malaysia",2018,"Export",0,693568.5,8355241.00687736,0,2.078421783,2.99670729423265
"Tuna N.E.C","Malaysia",2018,"Import",0,746456.07,0,10607834.0107255,2.620761389,3.5109385459214
"Tuna N.E.C","Malaysia",2018,"Export",0,1497537.81,7658149.99845567,0,1.884253866,1.25823458574311
"Big Eye","Malaysia",2018,"Export",0,190817.4,2611048.00097988,0,0.648460653,3.39833082832069
"Blue Fin","Malaysia",2018,"Import",0,51665.52,0,531339.003104813,0.131383606,2.54296494064126
"Albacore","Malaysia",2018,"Export",0,588771.7,7100830.0006428,0,1.782051444,3.02672741233996
"Yellow Fin","Maldives",2018,"Export",0,10302789.2,483581366.764307,0,31.423587677,3.05000782477428
"Big Eye","Maldives",2018,"Export",0,168955.3,10063963.2707405,0,0.653992375,3.87080118232456
"Tuna N.E.C","Maldives",2018,"Import",0,8328.06,1650894.20535397,2257109.95660905,0.146669205,17.6114491250063
"Albacore","Maldives",2018,"Import",0,1368.06,314500.059074154,455920.862761047,0.029622157,21.6526738593337
"Blue Fin","Maldives",2018,"Import",0,63.41,148589.397866857,168075.498610893,0.010919291,172.201403564107
"Yellow Fin","Maldives",2018,"Import",0,460.99,187539.117737615,238176.570906723,0.015479248,33.5782728475672
"Big Eye","Mauritius",2018,"Export",0,954768,63600312.0709615,0,1.892339627,1.98198895124261
"Yellow Fin","Mauritius",2018,"Export",0,1764374,131138276.00776,0,3.935309409,2.23042813428445
"Yellow Fin","Mauritius",2018,"Import",0,23886915,1601343066.92918,1758253216.90333,51.875872305,2.17172758830514
"Big Eye","Mauritius",2018,"Import",0,8175293,414122437.928206,463089311.019134,13.626242806,1.66675895359347
"Tuna N.E.C","Mauritius",2018,"Import",0,925813,62394206.0250389,65378196.9454202,1.923364141,2.07748664255093
"Blue Fin","Mexico",2018,"Export",0,1439995,22558975,0,22.558975,15.6660092569766
"Yellow Fin","Mexico",2018,"Export",0,741087,6109929,0,6.109929,8.24455023499265
"Tuna N.E.C","Mongolia",2018,"Import",0,2105,0,64450.17,0.06445017,30.6176579572447
"Yellow Fin","Montenegro",2018,"Import",0,8398.64,0,46989.8609785008,0.054761827,6.52032079003267
"Big Eye","Morocco",2018,"Import",0,1499437,0,25429951.0015236,2.708298927,1.80621054902607
"Yellow Fin","Morocco",2018,"Import",0,1047954.5,0,18029031.9724518,1.921751922,1.83381236685371
"Big Eye","Morocco",2018,"Export",0,2831,123186.991615322,0,0.013296053,4.69659237018721
"Tuna N.E.C","Morocco",2018,"Import",0,268810,0,4528881.0061443,0.483368903,1.79818051039768
"Tuna N.E.C","Mozambique",2018,"Export",0,410857,1341009.84,0,1.34100984,3.26393329065831
"Big Eye","Mozambique",2018,"Export",0,12600,55239.47,0,0.05523947,4.38408492063492
"Tuna N.E.C","Mozambique",2018,"Import",0,280784,232736.457,270188.439,0.270188439,0.96226437047695
"Yellow Fin","Mozambique",2018,"Export",0,56850,109713.18,0,0.10971318,1.92987124010554
"Albacore","Oman",2018,"Import",0,911813,0,362552.00055368,0.942917992,1.03411334560924
"Tuna N.E.C","Oman",2018,"Export",0,14059374,4408533.00048447,0,11.465624457,0.815514578173964
"Yellow Fin","Oman",2018,"Export",0,2615778,4780387.99821592,0,12.432737498,4.75297884529956
"Tuna N.E.C","Oman",2018,"Import",0,503567,0,198906.00050754,0.517310748,1.02729278924155
"Yellow Fin","Oman",2018,"Import",0,2608538,0,683328.00006152,1.777185796,0.681295728105169
"Albacore","Oman",2018,"Export",0,16049,11045.00034605,0,0.028725616,1.78986952458097
"Tuna N.E.C","Netherlands",2018,"Export",0,90856.876,1240884.00406532,0,1.466511791,16.1409004531479
"Albacore","Netherlands",2018,"Import",0,53153.045,0,287878.004514558,0.339309046,6.38362385447532
"Tuna N.E.C","Netherlands",2018,"Import",0,353414.813,0,979186.00653291,1.148481723,3.24967058752005
"Blue Fin","Netherlands",2018,"Import",0,649349.126,0,3323243.00265087,3.931381773,6.05434213366447
"Yellow Fin","Netherlands",2018,"Export",0,2654670.74,12396079.0015325,0,14.911788365,5.61718940895849
"Yellow Fin","Netherlands",2018,"Import",0,479242.487,0,3556804.00497059,4.191420822,8.74592911875945
"Blue Fin","Netherlands",2018,"Export",0,82522,762416.001765697,0,0.893184062,10.8235871888708
"Albacore","Netherlands",2018,"Export",0,22856,137693.999355001,0,0.165216146,7.2285678158908
"Big Eye","Netherlands",2018,"Import",0,1212,0,10633.9998017203,0.012547534,10.3527508250825
"Big Eye","Netherlands",2018,"Export",0,1376.477,4346.99994899202,0,0.00536719,3.89922243524592
"Albacore","New Zealand",2018,"Export",2566291,2553317,13279238.9973666,0,9.549579553,3.74006813607554
"Big Eye","New Zealand",2018,"Import",5480,5432,15997.9998529007,35616.0005222593,0.024689116,4.54512444771723
"Blue Fin","New Zealand",2018,"Import",185,124,2542.99976546654,7317.99916706361,0.005173155,41.7189919354839
"Tuna N.E.C","New Zealand",2018,"Export",10349,9544,27875.9998760686,0,0.020134507,2.10965077535624
"Big Eye","New Zealand",2018,"Export",130356,117211,2101993.00019407,0,1.486092309,12.678778519081
"Yellow Fin","New Zealand",2018,"Import",333967,295612,526954.000318868,2110483.0009751,1.484265597,5.02099237175757
"Blue Fin","New Zealand",2018,"Export",996265,849138,12307855.9976046,0,8.407896866,9.90168484510174
"Yellow Fin","New Zealand",2018,"Export",80469,71864,233581.999864099,0,0.168915278,2.35048533340755
"Yellow Fin","Norway",2018,"Import",0,11794,0,1192727.98602565,0.151972965,12.8856168390707
"Blue Fin","Norway",2018,"Import",0,8187,0,2090306.00443163,0.258191025,31.536707585196
"Tuna N.E.C","Pakistan",2018,"Export",0,630885,109503145.369239,0,0.928702273,1.47206269446888
"Yellow Fin","Panama",2018,"Export",4599247,4531218,11728814,0,11.728814,2.58844619702694
"Albacore","Panama",2018,"Export",2884968,2844550,3733245,0,3.733245,1.31242024221757
"Tuna N.E.C","Peru",2018,"Import",0,2771444.15,4069276.27,4319574.71,4.31957471,1.55860067034005
"Yellow Fin","Peru",2018,"Export",0,216363.8,584411.76,0,0.58441176,2.70106071348349
"Yellow Fin","Peru",2018,"Import",0,4005714.34,7275160.22,7555575.12,7.55557512,1.88619918413853
"Big Eye","Peru",2018,"Export",0,117800,249196.18,0,0.24919618,2.11541748726655
"Tuna N.E.C","Peru",2018,"Export",0,174986,349468.36,0,0.34946836,1.99712182688901
"Big Eye","Peru",2018,"Import",0,3324950.56,6069311.73,6366834.75,6.36683475,1.91486599127056
"Yellow Fin","Philippines",2018,"Export",26698930.1,26698930.1,102156364,0,102.156364,3.8262343703428
"Big Eye","Philippines",2018,"Export",4543,4543,5568,0,0.005568,1.22562183579133
"Yellow Fin","Philippines",2018,"Import",61491890.32,61491890.32,97408231,103040390.3,103.0403903,1.67567446314927
"Big Eye","Philippines",2018,"Import",1219941,1219941,2023016,2068522,2.068522,1.69559183599863
"Tuna N.E.C","Philippines",2018,"Export",277517,277517,535809,0,0.535809,1.93072496459676
"Tuna N.E.C","Poland",2018,"Import",0,43692,0,451054,0.451054,10.3234917147304
"Yellow Fin","Poland",2018,"Import",0,242375,0,1884720,1.88472,7.77604951005673
"Albacore","Poland",2018,"Import",0,66675,0,697636,0.697636,10.463232095988
"Tuna N.E.C","Portugal",2018,"Export",0,2159295,4989631.00155666,0,5.799607706,2.68588020904971
"Yellow Fin","Portugal",2018,"Import",0,5774870,0,16983498.0003981,20.139637214,3.48746157298779
"Big Eye","Portugal",2018,"Export",0,1338203,3668972.99778592,0,4.30696965,3.21847257105238
"Albacore","Portugal",2018,"Import",0,3269768,0,10018949.9993645,12.031666085,3.67966965393263
"Tuna N.E.C","Portugal",2018,"Import",0,5678513,0,13934867.9994698,16.521184273,2.90942087708525
"Big Eye","Portugal",2018,"Import",0,1283934,0,3234292.00157471,3.839429786,2.99036382399718
"Yellow Fin","Portugal",2018,"Export",0,1769425,7303757.00452089,0,8.533588735,4.822803303333
"Blue Fin","Portugal",2018,"Export",0,128562,1630330.00156442,0,1.894829055,14.7386401502777
"Albacore","Portugal",2018,"Export",0,1329107.346,4355890.00134525,0,5.204934244,3.91611276520625
"Blue Fin","Portugal",2018,"Import",0,5307798,0,8071693.99896014,9.537527919,1.79688976841244
"Albacore","Qatar",2018,"Import",0,21840.4,0,463140.842072409,0.127236439,5.82573757806633
"Blue Fin","Romania",2018,"Import",0,14985.02,0,99592.39,0.09959239,6.64612993509518
"Tuna N.E.C","Romania",2018,"Import",0,28742.473,0,120274.26,0.12027426,4.18454807281197
"Yellow Fin","Romania",2018,"Import",0,3667.099,0,29960.87,0.02996087,8.17018302478335
"Albacore","Romania",2018,"Import",0,5774.453,0,23926.52,0.02392652,4.14351281411417
"Big Eye","Russian Federation",2018,"Import",0,2344.18,0,53098.6,0.0530986,22.6512469178988
"Blue Fin","Russian Federation",2018,"Import",0,2412.01,0,115886.02,0.11588602,48.0454144054129
"Yellow Fin","Russian Federation",2018,"Import",0,35862.29,0,462306.19,0.46230619,12.8911508439645
"Yellow Fin","Saint Kitts and Nevis",2018,"Import",0,1836.66,0,29950.9787509787,0.011092944,6.03973734931887
"Tuna N.E.C","Saint Kitts and Nevis",2018,"Import",0,1948.84,0,39608.8695088695,0.014669937,7.52752252622073
"Albacore","Saint Kitts and Nevis",2018,"Import",0,1453.91,0,40569.5277695278,0.015025736,10.3347084757654
"Tuna N.E.C","Senegal",2018,"Export",0,33908748,28334599196.0009,0,50.744074558,1.49648918202465
"Tuna N.E.C","Senegal",2018,"Import",0,11283329,8656495460.92307,11952351807.1454,21.631702017,1.91713828578427
"Yellow Fin","Serbia",2018,"Import",0,128309,616505,644351,0.644351,5.02186908167003
"Tuna N.E.C","Seychelles",2018,"Export",0,5532844.5,92820748.6667982,0,6.673846815,1.20622345612641
"Tuna N.E.C","Seychelles",2018,"Import",0,78393253.491,0,2194064136.47297,157.762786845,2.01245362093706
"Yellow Fin","Seychelles",2018,"Export",0,39391883.407,952924210.639774,0,68.502127378,1.73899091521547
"Big Eye","Seychelles",2018,"Export",0,4622.7,807287.623292635,0,0.057883108,12.52149349947
"Yellow Fin","Seychelles",2018,"Import",0,315,0,3610.74005684621,0.000260582,0.827244444444444
"Albacore","Seychelles",2018,"Export",0,9049.492,3869935.88288563,0,0.278900079,30.8194182612681
"Yellow Fin","India",2018,"Export",0,19062636,2547992333.21128,0,37.787100709,1.98225999326641
"Tuna N.E.C","India",2018,"Export",0,2588922,316714199.0126,0,4.646119882,1.79461562843531
"Tuna N.E.C","Singapore",2018,"Export",0,12296.095,238994.997543101,0,0.178587005,14.5238797358023
"Yellow Fin","Singapore",2018,"Import",0,720214.416,0,3367088.99964435,2.487661269,3.45405647781424
"Tuna N.E.C","Singapore",2018,"Import",0,219294.401,0,3235099.00854995,2.399799521,10.9432776671758
"Blue Fin","Singapore",2018,"Import",0,21455.673,0,1026817.99785715,0.760235334,35.4328355955089
"Big Eye","Singapore",2018,"Import",0,411479.587,0,1801942.00160342,1.322996322,3.21521738574118
"Big Eye","Singapore",2018,"Export",0,462300,1821578.00029249,0,1.336534239,2.89105394548994
"Blue Fin","Singapore",2018,"Export",0,50,9129.0006949189,0,0.006768786,135.37572
"Yellow Fin","Singapore",2018,"Export",0,594760,2990547.00003652,0,2.210501439,3.71662761281862
"Albacore","Singapore",2018,"Import",0,85901.91,0,1000016.00605927,0.737709996,8.58781831509916
"Albacore","Singapore",2018,"Export",0,85923.748,374828.000674869,0,0.27300101,3.1772474589912
"Tuna N.E.C","Slovakia",2018,"Import",0,5912,88044.0003647923,88044.0003647923,0.104299155,17.6419409675237
"Blue Fin","Slovakia",2018,"Import",0,6089,105830.000015901,105830.000015901,0.127073604,20.8693716538019
"Big Eye","Slovakia",2018,"Import",0,5,95.9998360588549,95.9998360588549,0.000117115,23.423
"Yellow Fin","Slovakia",2018,"Import",0,11000,116169.999133453,116169.999133453,0.133419467,12.1290424545455
"Albacore","Slovakia",2018,"Import",0,254062.165,76855.9999936315,76855.9999936315,0.088890992,0.349878904637375
"Yellow Fin","Viet Nam",2018,"Export",0,7460472.027,17948074.522,0,17.948074522,2.40575589011588
"Yellow Fin","Viet Nam",2018,"Import",0,43277001.859,0,118903075.971,118.903075971,2.74748875530694
"Albacore","Viet Nam",2018,"Import",0,6808551.736,0,26342106.744,26.342106744,3.86897357402999
"Tuna N.E.C","Viet Nam",2018,"Export",0,11713.808,12671724.191,0,12.671724191,1081.77666827047
"Big Eye","Viet Nam",2018,"Import",0,2259719.84,0,4830742.68,4.83074268,2.13776176784818
"Tuna N.E.C","Viet Nam",2018,"Import",0,2555919.731,0,8340834.564,8.340834564,3.26333979226204
"Blue Fin","Slovenia",2018,"Export",0,22992.31,248563.7,0,0.2485637,10.8107319360256
"Yellow Fin","Slovenia",2018,"Import",0,176790.91,0,1589045.57,1.58904557,8.98827643344333
"Yellow Fin","Slovenia",2018,"Export",0,28933.73,291451.38,0,0.29145138,10.0730662793909
"Tuna N.E.C","Slovenia",2018,"Import",0,9924.68,0,103018.95,0.10301895,10.3800777455797
"Big Eye","Slovenia",2018,"Import",0,1808.29,0,18032.95,0.01803295,9.97237721825592
"Blue Fin","Slovenia",2018,"Import",0,41479.37,0,422331.84,0.42233184,10.1817322683541
"Albacore","Slovenia",2018,"Import",0,8090.31,0,69471.26,0.06947126,8.5869713274275
