"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Albacore","Slovenia",2020,"Export",0,108.74,492.841,0,0.000492841,4.53228802648519
"Tuna N.E.C","Slovenia",2020,"Export",0,40.82,362.165,0,0.000362165,8.87224399804018
"Albacore","Trinidad and Tobago",2020,"Export",0,4635,117514.001164752,0,0.017403828,3.754871197411
"Yellow Fin","Azerbaijan",2020,"Import",0,1500,0,11575.1,0.0115751,7.71673333333333
"Tuna N.E.C","Armenia",2020,"Import",0,39.2,0,592.93,0.00059293,15.1257653061224
"Big Eye","Belgium",2020,"Export",0,26.9,474.509701997271,0,0.000553322,20.5695910780669
"Albacore","Bermuda",2020,"Import",0,10,148.18,0,0.00014818,14.818
"Yellow Fin","Brunei Darussalam",2020,"Export",0,35731.6,203467.719,0,0.203467719,5.69433551814081
"Tuna N.E.C","Croatia",2020,"Import",0,52,0,374,0.000374,7.19230769230769
"Yellow Fin","El Salvador",2020,"Export",0,400730,710622.63,0,0.71062263,1.77332026551543
"Tuna N.E.C","French Polynesia",2020,"Export",0,7594,2409275.04507968,0,0.02329374,3.06738741111404
"Blue Fin","Ghana",2020,"Import",0,10047.57,0,631542.696090669,0.111409167,11.0881702740066
"Big Eye","Hungary",2020,"Import",0,3428,0,95609,0.095609,27.8906067677946
"Albacore","Hungary",2020,"Import",0,2,0,23,2.3e-05,11.5
"Albacore","Ireland",2020,"Export",0,1917932,4835164.00094134,0,5.69162072,2.96758212491371
"Big Eye","Lao People's Dem. Rep.",2020,"Import",0,6150,0,2304,0.002304,0.374634146341463
"Yellow Fin","Lao People's Dem. Rep.",2020,"Import",0,1130,0,904,0.000904,0.8
"Yellow Fin","Latvia",2020,"Import",0,2183,0,6487.99969269346,0.007278498,3.33417224003665
"Yellow Fin","Lithuania",2020,"Export",0,26509,91737,0,0.091737,3.4605982873741
"Big Eye","Luxembourg",2020,"Export",0,51,1020.69016554323,0,0.001136726,22.2887450980392
"Big Eye","Madagascar",2020,"Import",0,772120.5,3315823285.80273,3674687437.4806,0.964979692,1.24977861875187
"Yellow Fin","Madagascar",2020,"Import",0,2563613.8,16234350695.0471,17469155984.7032,4.569794012,1.78255945259774
"Tuna N.E.C","Mauritania",2020,"Import",0,113107,0,1095284.7586563,0.029209522,0.25824681054223
"Yellow Fin","Montenegro",2020,"Import",0,4765.25,0,44743.9295734892,0.05137225,10.7805991291118
"Tuna N.E.C","Morocco",2020,"Export",0,6057.5,195827.007145583,0,0.021140639,3.48999405695419
"Big Eye","Mozambique",2020,"Import",0,39350,31565.917,36480.377,0.036480377,0.927074383735705
"Blue Fin","Namibia",2020,"Export",0,3980.6,9247.09326300128,0,0.000555011,0.139428980555695
"Tuna N.E.C","Nicaragua",2020,"Import",0,375.36,0,4965.48,0.00496548,13.2285805626598
"Tuna N.E.C","Panama",2020,"Import",983,983,0,4442,0.004442,4.51881993896236
"Big Eye","India",2020,"Import",0,55,0,121352.004530314,0.001632915,29.6893636363636
"Blue Fin","India",2020,"Import",0,28,0,213282.010579651,0.002869927,102.497392857143
"Albacore","Thailand",2020,"Export",0,60298,134984.407,0,0.134984407,2.23862162924143
"Yellow Fin","Ukraine",2020,"Export",0,227.27,1114.81,0,0.00111481,4.90522286267435
"Albacore","Egypt",2020,"Export",0,2995.314,13785.251,0,0.013785251,4.60227241618074
"Albacore","United Kingdom",2020,"Export",0,3383,10077.9993203736,0,0.012438099,3.67664765001478
"Tuna N.E.C","United Rep. of Tanzania",2020,"Export",0,32910,62765.11,0,0.06276511,1.90717441507141
"Blue Fin","Australia",2020,"Export",9131135.1,9070802.1,113911111.996854,0,81.527459664,8.98789972101806
"Tuna N.E.C","Bulgaria",2020,"Import",0,928,0,2107.9999747916,0.001170721,1.26155280172414
"Albacore","Chile",2020,"Import",0,2,20,123.35,0.00012335,61.675
"Tuna N.E.C","Cyprus",2020,"Import",0,8529,0,9491.00016934005,0.011041184,1.29454613671005
"Tuna N.E.C","Dominican Rep.",2020,"Import",0,2721.79,10888.439,11634.007,0.011634007,4.27439552647339
"Yellow Fin","Fiji",2020,"Import",0,78802.4,0,572139.999063403,0.263409796,3.34266210166188
"Albacore","Fiji",2020,"Import",0,3001940,0,25309065.9996442,11.299461417,3.76405305136012
"Big Eye","Fiji",2020,"Import",0,1768.6,0,12268.9992335467,0.005404131,3.05559821327604
"Blue Fin","Finland",2020,"Import",0,3250,0,26116.999938655,0.029239002,8.996616
"Yellow Fin","Guatemala",2020,"Export",0,1113852,2647040,0,2.64704,2.37647371464072
"Tuna N.E.C","Malawi",2020,"Import",0,4610,0,612641.892312496,0.000810886,0.175897180043384
"Yellow Fin","Nicaragua",2020,"Import",0,101.82,0,1236.14,0.00123614,12.1404439206443
"Albacore","Peru",2020,"Export",0,11000,3300,0,0.0033,0.3
"Albacore","Senegal",2020,"Export",0,9460,5063900.12180784,0,0.00840944,0.888947145877378
"Big Eye","Thailand",2020,"Export",0,102895,151183.147,0,0.151183147,1.46929536906555
"Tuna N.E.C","Burkina Faso",2020,"Import",0,73547,0,9658465.8889763,0.017209052,0.233987137476716
"Blue Fin","Andorra",2020,"Import",0,2,0,102.500034397832,0.000111744,55.872
"Yellow Fin","Chile",2020,"Import",0,3005,23716.4,24297.24,0.02429724,8.08560399334443
"Blue Fin","Cyprus",2020,"Import",0,925,0,8097.99938933593,0.009254414,10.0047718918919
"Albacore","Cyprus",2020,"Import",0,3215,0,21748.9994164071,0.024271995,7.54960964230171
"Big Eye","Cyprus",2020,"Import",0,561,0,302.000119245816,0.000329236,0.586873440285205
"Yellow Fin","Dominican Rep.",2020,"Import",0,9119.14,11634.451,13211.037,0.013211037,1.44871522972561
"Blue Fin","Germany",2020,"Export",0,83,1551.00037553244,0,0.001790437,21.5715301204819
"Albacore","Ghana",2020,"Import",0,518276,0,2723511.63000076,0.479558079,0.925294783088548
"Big Eye","Ireland",2020,"Import",0,8932,0,19849.0002967691,0.021950938,2.45756135244066
"Yellow Fin","Rep. of Moldova",2020,"Import",0,945,0,3419,0.003419,3.61798941798942
"Yellow Fin","Mozambique",2020,"Export",0,21785,59817.79,0,0.05981779,2.74582464998852
"Yellow Fin","Mozambique",2020,"Import",0,1374,2157.728,2397.885,0.002397885,1.74518558951965
"Big Eye","Mozambique",2020,"Export",0,22283,130007.51,0,0.13000751,5.83438091818875
"Tuna N.E.C","New Zealand",2020,"Import",2568,2440,0,6287.99992637568,0.003826214,1.56812049180328
"Big Eye","Poland",2020,"Export",0,8,49,0,4.9e-05,6.125
"Blue Fin","Poland",2020,"Export",0,9153,129782,0,0.129782,14.1791762263739
"Big Eye","Senegal",2020,"Import",0,11000,0,5798596.2442162,0.009637093,0.876099363636364
"Yellow Fin","Senegal",2020,"Import",0,37554,0,19029694.8801723,0.031626782,0.84216813122437
"Albacore","Australia",2020,"Import",0,412.2,2764.96042975905,3302.10990985553,0.00227583,5.52117903930131
"Albacore","Bosnia Herzegovina",2020,"Import",0,5.02,0,28.54,2.854e-05,5.68525896414343
"Blue Fin","Brunei Darussalam",2020,"Import",0,838,0,26136.754,0.026136754,31.1894439140811
"Tuna N.E.C","Burundi",2020,"Import",0,4810,0,7066555.67198406,0.003648295,0.758481288981289
"Big Eye","Canada",2020,"Export",0,83390,1542598.00071028,0,1.149929176,13.7897730663149
"Blue Fin","Colombia",2020,"Import",0,42224.4,51003.09,66337.88,0.06633788,1.57107928117392
"Tuna N.E.C","Estonia",2020,"Import",0,21.75,0,275.76,0.00027576,12.6786206896552
"Big Eye","Ghana",2020,"Import",0,64229,0,671655.001977343,0.118057397,1.83806998396363
"Albacore","Ghana",2020,"Export",0,22453,290527.000041192,0,0.051487224,2.29311112100833
"Albacore","Ireland",2020,"Import",0,5085,0,32570.999992267,0.036692558,7.21584228121927
"Big Eye","Kazakhstan",2020,"Import",0,560,0,4855,0.004855,8.66964285714286
"Albacore","Kazakhstan",2020,"Import",0,389.28,0,6571.51,0.00657151,16.8811909165639
"Blue Fin","Kazakhstan",2020,"Import",0,30,0,383,0.000383,12.7666666666667
"Albacore","Luxembourg",2020,"Export",0,133,1588.94963832906,0,0.001829273,13.7539323308271
"Albacore","Malawi",2020,"Import",0,700,0,983686.097350354,0.001316425,1.88060714285714
"Albacore","Montenegro",2020,"Import",0,14.2,0,45.9998460851845,5.4736e-05,3.85464788732394
"Blue Fin","Morocco",2020,"Export",0,44111.1,2876646.66508752,0,0.305367918,6.92270013670029
"Albacore","Mozambique",2020,"Export",0,95,491.94,0,0.00049194,5.17831578947368
"Blue Fin","Mozambique",2020,"Export",0,6113,20240.48,0,0.02024048,3.31105512841485
"Tuna N.E.C","Nigeria",2020,"Import",0,705176,0,216807575.940269,0.589092025,0.835382975313964
"Albacore","Norway",2020,"Import",0,88,0,8610.00001905637,0.000903635,10.2685795454545
"Albacore","Serbia",2020,"Import",0,15,91,91,9.1e-05,6.06666666666667
"Big Eye","Slovenia",2020,"Export",0,154.86,2686.798,0,0.002686798,17.349851478755
"Blue Fin","Ukraine",2020,"Export",0,20,260.29,0,0.00026029,13.0145
"Blue Fin","North Macedonia",2020,"Export",0,895,9992.3,0,0.0099923,11.1645810055866
"Blue Fin","North Macedonia",2020,"Import",0,497,0,5443.16,0.00544316,10.952032193159
"Blue Fin","Egypt",2020,"Import",0,43486.655,0,392206.754,0.392206754,9.01901408604548
"Yellow Fin","Uzbekistan",2020,"Import",0,109.045,0,2177,0.002177,19.9642349488743
"Tuna N.E.C","Belize",2020,"Import",0,1,0,427.1,0.00021355,213.55
"Albacore","Burundi",2020,"Import",0,1361,0,7543108.53360513,0.003927892,2.88603379867744
"Albacore","Chile",2020,"Export",0,128021,432312.8,0,0.4323128,3.37688972902883
"Albacore","Cyprus",2020,"Export",0,243340,982566.999319691,0,1.129014045,4.639656632695
"Tuna N.E.C","Finland",2020,"Export",0,33,144.999362827391,0,0.000169756,5.14412121212121
"Big Eye","Israel",2020,"Import",0,1800.262,0,22000,0.022,12.220443468784
"Tuna N.E.C","China, Macao SAR",2020,"Import",0,604,0,138447.999166805,0.017339511,28.7077996688742
"Blue Fin","Rep. of Moldova",2020,"Import",0,200,0,2640,0.00264,13.2
"Tuna N.E.C","Rep. of Moldova",2020,"Import",0,78,0,269,0.000269,3.44871794871795
"Big Eye","Netherlands",2020,"Import",0,28,0,242.999671126953,0.00027856,9.94857142857143
"Albacore","Viet Nam",2020,"Export",0,90804.279,291188.4,0,0.2911884,3.20676958406332
"Yellow Fin","Zimbabwe",2020,"Import",0,76,0,993.833,0.000993833,13.07675
"Big Eye","Switzerland",2020,"Import",0,131,0,754.000967849277,0.000819676,6.25706870229008
"Yellow Fin","Uganda",2020,"Import",0,72,0,99,9.9e-05,1.375
"Albacore","North Macedonia",2020,"Import",0,330,0,3942.36,0.00394236,11.9465454545455
"Albacore","North Macedonia",2020,"Export",0,345,4905.85,0,0.00490585,14.2198550724638
"Blue Fin","Egypt",2020,"Export",0,398.167,4288.5,0,0.0042885,10.7706063033853
"Yellow Fin","Zambia",2020,"Import",0,1339.719,0,74667.437554206,0.003947295,2.9463603934855
"Albacore","Colombia",2020,"Export",0,1946180,5660984,0,5.660984,2.90876691775684
"Yellow Fin","Dominican Rep.",2020,"Export",0,8187.15,42023.297,0,0.042023297,5.13283584641786
"Yellow Fin","Ireland",2020,"Export",0,496,1004.99996195497,0,0.001188723,2.3966189516129
"Yellow Fin","Lesotho",2020,"Import",35,35,0,1275.99266657017,7.4053e-05,2.1158
"Albacore","Madagascar",2020,"Import",0,102.8,1643931.22817671,1643931.22817671,0.000433143,4.213453307393
"Big Eye","Malaysia",2020,"Import",0,5316,0,31682.0023688648,0.007587087,1.42721726862302
"Blue Fin","Norway",2020,"Export",0,100514,10581517.0045497,0,1.162162651,11.5621968183537
"Big Eye","India",2020,"Export",0,960,213551.987729906,0,0.002859869,2.97903020833333
"Blue Fin","Sweden",2020,"Export",0,29000,2904000.0034578,0,0.331047358,11.415426137931
"Blue Fin","Botswana",2020,"Import",0,100,0,561.136,0.000561136,5.61136
"Big Eye","Colombia",2020,"Export",0,27601,148441.4,0,0.1484414,5.37811673490091
"Tuna N.E.C","Luxembourg",2020,"Export",0,1,144.539580967758,0,0.000170447,170.447
"Blue Fin","Madagascar",2020,"Import",0,288,2544074.95584057,2694128.71515245,0.000701605,2.43612847222222
"Blue Fin","Mozambique",2020,"Import",0,34010,23199.767,27299.377,0.027299377,0.802686768597471
"Tuna N.E.C","Namibia",2020,"Import",0,23725,0,2853414.18808842,0.190888064,8.04586149631191
"Yellow Fin","Nigeria",2020,"Import",0,344584,0,168272016.291572,0.441658513,1.28171509124045
"Albacore","India",2020,"Export",0,25000,3620000,0,0.049252453,1.97009812
"Blue Fin","Togo",2020,"Import",0,27800,8210631.12574677,9888289.18531045,0.017776573,0.639445071942446
"Big Eye","Ukraine",2020,"Import",0,379,0,6543.66,0.00654366,17.2655936675462
"Tuna N.E.C","Ukraine",2020,"Import",0,41,0,85.14,8.514e-05,2.07658536585366
"Yellow Fin","Bulgaria",2020,"Import",0,138,0,2435.00133501012,0.001476983,10.7027753623188
"Blue Fin","Georgia",2020,"Import",0,75.8,0,6603.73,0.00660373,87.1204485488127
"Blue Fin","Lao People's Dem. Rep.",2020,"Import",0,24000,0,49200,0.0492,2.05
"Albacore","Rep. of Moldova",2020,"Import",0,18,0,159,0.000159,8.83333333333333
"Yellow Fin","Morocco",2020,"Export",0,17157,375230.285624868,0,0.040764643,2.37597732703853
"Big Eye","Morocco",2020,"Export",0,12139,270649.444490468,0,0.029403085,2.42219993409671
"Tuna N.E.C","Panama",2020,"Export",23690,23587,26889,0,0.026889,1.13999236867766
"Albacore","Seychelles",2020,"Import",0,16.73,0,3086.81340136334,0.000162688,9.7243275552899
"Tuna N.E.C","Slovakia",2020,"Export",0,135,1485.99958395978,0,0.00179911,13.3267407407407
"Albacore","Barbados",2020,"Import",0,128,0,477,0.0002385,1.86328125
"Big Eye","Bosnia Herzegovina",2020,"Import",0,497,0,1564.33,0.00156433,3.14754527162978
"Big Eye","Bulgaria",2020,"Import",0,424,0,9267.99939727744,0.00560949,13.229929245283
"Tuna N.E.C","Chile",2020,"Import",0,3.9,15.02,135.78,0.00013578,34.8153846153846
"Tuna N.E.C","Dem. Rep. of the Congo",2020,"Import",0,450,0,2393912.88965761,0.001217975,2.70661111111111
"Big Eye","Denmark",2020,"Export",0,6,9601.00164739672,0,0.001526349,254.3915
"Tuna N.E.C","Gambia",2020,"Import",0,19260,0,413679.982670607,0.007984566,0.414567289719626
"Tuna N.E.C","Morocco",2020,"Import",0,93383,0,751130.001373001,0.083361383,0.892682640309264
"Blue Fin","Panama",2020,"Import",494,494,0,5930,0.00593,12.004048582996
"Tuna N.E.C","Poland",2020,"Export",0,1800,4766,0,0.004766,2.64777777777778
"Tuna N.E.C","Togo",2020,"Import",0,154,181050.275119551,181050.275119551,0.000326736,2.12166233766234
"Tuna N.E.C","Uganda",2020,"Import",0,1117,0,9936,0.009936,8.8952551477171
"Blue Fin","Bosnia Herzegovina",2020,"Export",0,168,1465.59,0,0.00146559,8.72375
"Big Eye","Myanmar",2020,"Export",0,58140,77017,0,0.077017,1.32468180254558
"Tuna N.E.C","French Polynesia",2020,"Import",0,24.84,0,249060.0338882,0.002539974,102.253381642512
"Tuna N.E.C","Iceland",2020,"Import",0,60,83455.9526449827,92729.0062227389,0.000727498,12.1249666666667
"Blue Fin","Mauritania",2020,"Export",0,28000,913042.003353062,0,0.025138822,0.897815071428571
"Big Eye","Rep. of Moldova",2020,"Import",0,175,0,707,0.000707,4.04
"Tuna N.E.C","Russian Federation",2020,"Import",0,5.7,0,80.31,8.031e-05,14.0894736842105
"Big Eye","Russian Federation",2020,"Import",0,52.8,0,2883.44,0.00288344,54.6106060606061
"Tuna N.E.C","Egypt",2020,"Import",0,4.339,0,7.319,7.319e-06,1.68679419221019
"Albacore","Uruguay",2020,"Import",0,300,0,750,0.00075,2.5
"Blue Fin","Uzbekistan",2020,"Import",0,17.919,0,457,0.000457,25.5036553379095
"Tuna N.E.C","Zambia",2020,"Export",0,470.354,129269.867882574,0,0.006158931,13.0942460359644
"Tuna N.E.C","Andorra",2021,"Import",0,6423.68,0,73442.1005823379,0.086414647,13.4525142908738
"Yellow Fin","Angola",2021,"Import",0,235,0,165191.209653764,0.000253829,1.08012340425532
"Blue Fin","Antigua and Barbuda",2021,"Import",0,100,0,3357.49023140078,0.001243515,12.43515
"Tuna N.E.C","Antigua and Barbuda",2021,"Import",0,641.622,0,9219.71086242313,0.003414708,5.32199332317159
"Albacore","Antigua and Barbuda",2021,"Import",0,552.376,0,19749.3806200496,0.007314586,13.2420416527872
"Yellow Fin","Antigua and Barbuda",2021,"Import",0,1206.435,0,13540.4530167638,0.005014983,4.15686133111191
"Blue Fin","Australia",2021,"Import",24311.9,18404.79,1029770.96275078,1225889.19943654,0.920282916,50.0023589511209
"Big Eye","Australia",2021,"Import",2081,7666.3,60327.7409933114,73644.6204874065,0.056414992,7.35882916139468
"Albacore","Australia",2021,"Export",829987.5,787939.1,3959327.00514589,0,2.952889951,3.74761190427027
"Yellow Fin","Australia",2021,"Export",423171.6,384191.2,6278882.00074693,0,4.737589551,12.3313328129327
"Big Eye","Australia",2021,"Export",183477.6,163445.1,2603533.00114351,0,1.967224499,12.0359955667071
"Yellow Fin","Australia",2021,"Import",0,9812.5,68263.949760772,78047.8312526275,0.059667602,6.08077472611465
"Tuna N.E.C","Australia",2021,"Import",21335.4,20180,76195.559601833,82396.9611551428,0.062211083,3.08280887016848
"Yellow Fin","Bahrain",2021,"Import",0,15357.4,0,39357.9504702611,0.104675412,6.81595921184576
"Blue Fin","Bahrain",2021,"Import",0,400.4,0,10482.8200708106,0.027879846,69.629985014985
"Tuna N.E.C","Bahrain",2021,"Import",0,54130.9,0,36684.9096753706,0.097566268,1.80241355676702
"Tuna N.E.C","Bahrain",2021,"Export",0,14146.64,63152.8105396362,0,0.167959626,11.872757488704
"Yellow Fin","Armenia",2021,"Import",0,1152.17,0,24535,0.024535,21.2946006231719
"Yellow Fin","Barbados",2021,"Import",0,178907,0,1168086,0.584043,3.2645061400616
"Yellow Fin","Barbados",2021,"Export",0,197616,3011657,0,1.5058285,7.61997257307101
"Albacore","Barbados",2021,"Import",0,6368,0,78538,0.039269,6.16661432160804
"Albacore","Belgium",2021,"Export",0,29875.04,182491.941338081,0,0.214838859,7.19124925021021
"Big Eye","Belgium",2021,"Export",0,520.25,9683.66061760177,0,0.011655231,22.403135031235
"Albacore","Belgium",2021,"Import",0,121745.92,0,633631.920503757,0.747760834,6.14197858950838
"Blue Fin","Belgium",2021,"Import",0,43320.24,0,520078.240837459,0.613733875,14.1673701484572
"Yellow Fin","Belgium",2021,"Import",0,494612.72,0,7955758.69096602,9.400956467,19.0067017827605
"Yellow Fin","Belgium",2021,"Export",0,9336.74,116742.451446884,0,0.137385839,14.7145405141409
"Tuna N.E.C","Belgium",2021,"Export",0,57941.77,569736.390982539,0,0.673341354,11.6210007737078
"Blue Fin","Belgium",2021,"Export",0,9440.82,57629.5086230829,0,0.068227454,7.22685677727147
"Tuna N.E.C","Belgium",2021,"Import",0,198922.05,0,3437301.47197938,4.053913436,20.3794070893599
"Albacore","Brazil",2021,"Export",0,11674,52712,0,0.052712,4.51533321911941
"Blue Fin","Brazil",2021,"Export",0,4883,23429,0,0.023429,4.79807495392177
"Yellow Fin","Brazil",2021,"Export",0,1460750,5837171,0,5.837171,3.99600958411775
"Tuna N.E.C","Brazil",2021,"Export",0,53016,412738,0,0.412738,7.78515919722348
"Big Eye","Brazil",2021,"Export",0,1377830,11608089,0,11.608089,8.42490655596118
"Blue Fin","Brazil",2021,"Import",0,24421,549943,704662,0.704662,28.8547561524917
"Albacore","Bulgaria",2021,"Import",0,59754,0,803798.001238321,0.484569783,8.10941163771463
"Tuna N.E.C","Bulgaria",2021,"Export",0,15307,75561.00150662,0,0.04624201,3.02097145097014
"Yellow Fin","Bulgaria",2021,"Import",0,5838,0,36157.0006686721,0.022203815,3.80332562521411
"Tuna N.E.C","Myanmar",2021,"Import",0,19122.4,0,142008.47,0.14200847,7.42628906413421
"Tuna N.E.C","Cambodia",2021,"Import",0,5578,0,24767.57,0.02476757,4.44022409465758
"Yellow Fin","Cambodia",2021,"Import",0,5.28,0,14.89,1.489e-05,2.82007575757576
"Blue Fin","Canada",2021,"Import",0,636136,6469295.00611485,0,5.164563811,8.11864728768691
"Tuna N.E.C","Canada",2021,"Import",0,479662,1874255.00133212,0,1.495682609,3.11820116873965
"Big Eye","Canada",2021,"Import",0,37980,708878.998726691,0,0.563536474,14.8377165350184
"Tuna N.E.C","Canada",2021,"Export",0,38273,79167.9985578762,0,0.06280787,1.64104904240587
"Yellow Fin","Canada",2021,"Import",0,684303.283,14952355.0081588,0,11.939346608,17.447448966864
"Albacore","Canada",2021,"Import",0,2728817,17935761.00256,0,14.309403819,5.24381217905048
"Albacore","Canada",2021,"Export",0,196418,2006054.00039117,0,1.601840585,8.1552636978281
